name,descrizione,colori,image_url,marca
Griglia rettangolare da sovrapporre 340×140 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre340140mm.webp,First Corporation
Griglia rettangolare da sovrapporre 340×240 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre340240mm.webp,First Corporation
Griglia rettangolare da sovrapporre 400×60 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre40060mm.webp,First Corporation
Griglia rettangolare da sovrapporre 440×140 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre440140mm.webp,First Corporation
Griglia rettangolare da sovrapporre 440×240 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre440240mm.webp,First Corporation
Griglia rettangolare da sovrapporre 500×60 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre50060mm.webp,First Corporation
Griglia rettangolare da sovrapporre 540×140 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre540140mm.webp,First Corporation
Griglia rettangolare da sovrapporre 540×240 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre540240mm.webp,First Corporation
Griglia rettangolare da sovrapporre 600×60 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre60060mm.webp,First Corporation
Griglia rettangolare da sovrapporre 640×140 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre640140mm.webp,First Corporation
Griglia rettangolare da sovrapporre 640×240 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",/images/first_corporation_prodotti/Grigliarettangolaredasovrapporre640240mm.webp,First Corporation
Griglia rettangolare tipo “A” da sovrapporre,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,N/A,/images/first_corporation_prodotti/GrigliarettangolaretipoAdasovrapporre.webp,First Corporation
Griglia Telescopica per porte e pannelli,Indicate per il transito dell’aria tra due ambienti Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/GrigliaTelescopicaperporteepannelli.webp,First Corporation
Griglia tipo “E” da incasso,Indicate per il transito dell’aria tra due ambienti attraverso pannelli e condotti Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/GrigliatipoEdaincasso.webp,First Corporation
Griglia tipo “P” da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/GrigliatipoPdaincasso.webp,First Corporation
Griglia tipo “PL” da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/GrigliatipoPLdaincasso.webp,First Corporation
Griglia tonda antisfondamento,"Resistente agli urti, atti vandalici e/o rotture accidentali Materiale: Alluminio Pressofuso.","Alluminio, Bianco, Marrone",/images/first_corporation_prodotti/Grigliatondaantisfondamento.webp,First Corporation
Griglia tonda da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,N/A,/images/first_corporation_prodotti/Grigliatondadaincasso.webp,First Corporation
Griglia tonda da sovrapporre,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Bianco, Aluzink, Inox, Rame",/images/first_corporation_prodotti/Grigliatondadasovrapporre.webp,First Corporation
Griglia tonda universale per fori da ø 125 a 160 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Bianco, Alluminio Bronzo, Alluminio Ramato, Aluzink, Inox, Ottone, Rame",/images/first_corporation_prodotti/Grigliatondauniversaleperforidaø125a160mm.webp,First Corporation
Griglia tonda universale per fori da ø 160 a 200 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Bianco, Alluminio Bronzo, Alluminio Ramato, Aluzink, Inox, Ottone, Rame",/images/first_corporation_prodotti/Grigliatondauniversaleperforidaø160a200mm.webp,First Corporation
Griglia tonda universale per fori da ø 80 a 140 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Bianco, Alluminio Bronzo, Alluminio Ramato, Aluzink, Inox, Ottone, Rame",/images/first_corporation_prodotti/Grigliatondauniversaleperforidaø80a140mm.webp,First Corporation
Imbocco laterale universale,Indispensabili per collegare la griglia ad un tubo o ad una canalizzazione Materiale: Acciaio.,N/A,/images/first_corporation_prodotti/Imboccolateraleuniversale.webp,First Corporation
Imbocco laterale universale con due uscite,Indispensabile per collegare la griglia a due tubi o canalizzazioni Materiale: Acciaio.,N/A,/images/first_corporation_prodotti/Imboccolateraleuniversalecondueuscite.webp,First Corporation
Imbocco per griglia,Indispensabile per poter collegare la griglia ad un condotto o canalizzazione Materiale: Lamiera Zincata.,N/A,/images/first_corporation_prodotti/Imboccopergriglia.webp,First Corporation
Imbocco per griglia,Indispensabile per poter collegare la griglia ad un condotto o canalizzazione Materiale: Lamiera Zincata.,N/A,/images/first_corporation_prodotti/Imboccopergriglia.webp,First Corporation
Imbocco per griglia,Indispensabile per poter collegare la griglia ad un condotto o canalizzazione Materiale: Lamiera.,N/A,/images/first_corporation_prodotti/Imboccopergriglia.webp,First Corporation
Imbocco per griglia tipo “A” e “B”,Consente di collegare efficacemente le griglie di ventilazione ad un sistema di condotti o tubi Materiale: ABS.,N/A,/images/first_corporation_prodotti/ImboccopergrigliatipoAeB.webp,First Corporation
"Imbocco per griglia tipo G, H, L, Z",Consente di collegare efficacemente le griglie di ventilazione ad un sistema di condotti o tubi Materiale: ABS.,N/A,/images/first_corporation_prodotti/ImboccopergrigliatipoGHLZ.webp,First Corporation
Imbocco per griglie,Indispensabile per poter collegare la griglia ad un condotto o canalizzazione Materiale: Alluminio.,N/A,/images/first_corporation_prodotti/Imboccopergriglie.webp,First Corporation
Imbocco universale,Indispensabili per collegare la griglia ad un tubo o ad una canalizzazione Materiale: Acciaio.,N/A,/images/first_corporation_prodotti/Imboccouniversale.webp,First Corporation
Imbocco universale con due uscite,Indispensabile per collegare la griglia a due tubi o canalizzazioni Materiale: Dettagli tecnici.,N/A,/images/first_corporation_prodotti/Imboccouniversalecondueuscite.webp,First Corporation
Kit griglia per camini con tubo flessibile,Ideato per garantire una posa rapida e veloce Materiale: Alluminio.,N/A,/images/first_corporation_prodotti/Kitgrigliapercaminicontuboflessibile.webp,First Corporation
Listello angolare da incasso,I listelli per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Nero",/images/first_corporation_prodotti/Listelloangolaredaincasso.webp,First Corporation
Listello di ventilazione con imbocco a 45°,I listelli per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Grafite, Inox, Nero",/images/first_corporation_prodotti/Listellodiventilazioneconimboccoa45.webp,First Corporation
Listello lineare,I listelli per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Grafite, Nero",/images/first_corporation_prodotti/Listellolineare.webp,First Corporation
Moduli per griglia componibile tipo “A” Orizzontale,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,N/A,/images/first_corporation_prodotti/ModulipergrigliacomponibiletipoAOrizzontale.webp,First Corporation
Moduli per griglia componibile tipo “A” Verticale,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,N/A,/images/first_corporation_prodotti/ModulipergrigliacomponibiletipoAVerticale.webp,First Corporation
Modulo centrale per griglia componibile tipo “P” da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/ModulocentralepergrigliacomponibiletipoPdaincasso.webp,First Corporation
Modulo dx per griglia componibile tipo “P” da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/ModulodxpergrigliacomponibiletipoPdaincasso.webp,First Corporation
Modulo per griglia componibile tipo “G”,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/ModulopergrigliacomponibiletipoG.webp,First Corporation
Modulo per griglia componibile tipo “H”,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/ModulopergrigliacomponibiletipoH.webp,First Corporation
Modulo per griglia componibile tipo “L”,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/ModulopergrigliacomponibiletipoL.webp,First Corporation
Modulo per griglia componibile tipo “Z”,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/ModulopergrigliacomponibiletipoZ.webp,First Corporation
Modulo sx per griglia componibile tipo “P” da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",/images/first_corporation_prodotti/ModulosxpergrigliacomponibiletipoPdaincasso.webp,First Corporation
Plenum isolato per bocchetta di mandata,Indispensabili per raccordare la griglia ad un condotto o ad un sistema di condizionamento Materiale: Lamiera zincata.,N/A,/images/first_corporation_prodotti/Plenumisolatoperbocchettadimandata.webp,First Corporation
Plenum per bocchetta di mandata,Indispensabili per raccordare la griglia ad un condotto o ad un sistema di condizionamento Materiale: Lamiera zincata.,N/A,/images/first_corporation_prodotti/Plenumperbocchettadimandata.webp,First Corporation
Serranda di taratura per bocchetta di mandata,Indispensabili per regolare la pressione o la portata dell’aria Materiale: Lamiera zincata.,N/A,/images/first_corporation_prodotti/Serrandaditaraturaperbocchettadimandata.webp,First Corporation
Telaio da incasso per griglia “Loft”,Indispensabile per una corretta posa in opera della griglia Materiale: Acciaio.,N/A,/images/first_corporation_prodotti/TelaiodaincassopergrigliaLoft.webp,First Corporation
Telaio lineare per listelli,Indispensabile per una corretta posa in opera della griglia Materiale: Acciaio.,N/A,/images/first_corporation_prodotti/Telaiolineareperlistelli.webp,First Corporation
Telaio per griglia,Indispensabile per poter collegare la griglia ad un condotto o canalizzazione Materiale: Alluminio.,N/A,/images/first_corporation_prodotti/Telaiopergriglia.webp,First Corporation
Tubo flessibile in alluminio a doppia parete,"Indispensabili per impianti di Condizionamento, Ventilazione, Areazione e per il collegamento a condotte di scarico o aspirazioni fumi e cappe Materiale: Alluminio.",N/A,/images/first_corporation_prodotti/Tuboflessibileinalluminioadoppiaparete.webp,First Corporation
Tubo flessibile in alluminio semplice,"Indispensabili per impianti di Condizionamento, Ventilazione, Areazione e per il collegamento a condotte di scarico o aspirazioni fumi e cappe Materiale: Alluminio.",N/A,/images/first_corporation_prodotti/Tuboflessibileinalluminiosemplice.webp,First Corporation
