name,sku,description,image_url,category
"DEWALT TOUGH SYSTEM 2.0 1/2 Unità doppia torcia LED 4000Lumen vasca portautensili aperta, 2 torce led ruotabili di 360° da 4000 lumen, compatibilità con Tough System 2.0",dwst08061-1,"DEWALT TOUGH SYSTEM 2.0 1/2 Unità doppia torcia LED 4000Lumen vasca portautensili aperta, 2 torce led ruotabili di 360° da 4000 lumen, compatibilità con Tough System 2.0

",/images/dewalt_products_resto/DEWALTTOUGHSYSTEM2012UnitàdoppiatorciaLED4000Lumenvascaportautensiliaperta2torceledruotabilidi360da4000lumencompatibilitàconToughSystem20.webp,N/A
"TORCIA LED A PENNA USB type C DOPPIA ILLUMINAZIONE, 2 tipologie di lluminazione Spot e Diffusa, 2 livelli di luminosità, porta ricarica USB Type-C",dcl183-xj,"TORCIA LED A PENNA USB type C DOPPIA ILLUMINAZIONE, 2 tipologie di lluminazione Spot e Diffusa, 2 livelli di luminosità, porta ricarica USB Type-C

",/images/dewalt_products_resto/TORCIALEDAPENNAUSBtypeCDOPPIAILLUMINAZIONE2tipologiedilluminazioneSpoteDiffusa2livellidiluminositàportaricaricaUSBType-C.webp,N/A
"Altoparlante Bluetooth, altoparlante da 53 mm, potenza 5 W, porta di ricarica USB Type-C IP67",dcr009-xj,"Altoparlante Bluetooth, altoparlante da 53 mm, potenza 5 W, porta di ricarica USB Type-C IP67

La porta di ricarica USB-C sfrutta il più recente metodo di connessione USB e garantisce l'uso universale con qualsiasi caricabatterie per dispositivi di piccole dimensioni USB-C.",/images/dewalt_products_resto/AltoparlanteBluetoothaltoparlanteda53mmpotenza5WportadiricaricaUSBType-CIP67.webp,N/A
Faro LED con fascio di luce a 360° XR 18V (senza batterie e caricbatteria),dcl074-xj,"Faro LED con fascio di luce a 360° XR 18V (senza batterie e caricbatteria)

This bright LED site light has built in Tool Connect features for the ultimate customisable experience. Offering market leading brightness from a cordless lighting solution the DCL074 has 3 brightness settings up to a maximum of 5000 lumens, 360° coverage and a built-in roll cage to withstand the toughest jobsites. With the Tool Connect App users can wirelessly power on and off  their DCL074 as well as customise settings such as the light intensity, alerts for low charge and set individual schedules for the day, time and intensity.",/images/dewalt_products_resto/FaroLEDconfasciodilucea360XR18Vsenzabatterieecaricbatteria.webp,N/A
XR Compact Task Light,dcl077-xj,"XR Compact Task Light

A compact, portable cordless LED task light compatible with 12V XR, 18V XR and XR FLEXVOLT batteries. Features 3 brightness settings with a maximum output of 2000 lumens and a built in multi-position handle with threads for tripod mounting.",/images/dewalt_products_resto/XRCompactTaskLight.webp,N/A
Lampada LED sottocofano - (solo corpo macchina),dcl045-xj,"Lampada LED sottocofano - (solo corpo macchina)

La lampada sottocofano DCL045 ¨ progettata per offrirti la migliore visibilit  in ambienti automobilistici e industriali.\nˆ compatibile con le batterie XR 18V e 12V, ha 2 impostazioni di intensit  con una luminosit  massima di 1650 lumen. \nLe lampade presenti nei due bracci sono azionabili indipendentemente per una massima versatilit  e per ottimizzare la durata della carica in base alle esigenze. \nI ganci a molla ruotano e permettendo un montaggio facile e veloce sulla maggior parte dei veicoli, ¨ pieghevole pe run facile trasporto e lo stoccaggio.",/images/dewalt_products_resto/LampadaLEDsottocofano-solocorpomacchina.webp,N/A
Faro LED con treppiede XR 18V  (senza batterie e caricbatteria),dcl079-xj,"Faro LED con treppiede XR 18V  (senza batterie e caricbatteria)

Compatible with all 18V XR and 54V XR FLEXVOLT batteries this height adjustable durable worklight is IP55 rated to work in the toughest conditions. Features 3 brightness settings up to a maximum of 3000 lumens with a neutral light colour perfect for checking surface finishes.",/images/dewalt_products_resto/FaroLEDcontreppiedeXR18Vsenzabatterieecaricbatteria.webp,N/A
Torcia LED XR Litio 18V (senza batterie),dcl050-xj,"Torcia LED XR Litio 18V (senza batterie)

",/images/dewalt_products_resto/TorciaLEDXRLitio18Vsenzabatterie.webp,N/A
Radio connessa TSTAK® con caricabatteria,dwst1-81078-qw,"Radio connessa TSTAK® con caricabatteria

",/images/dewalt_products_resto/RadioconnessaTSTAKconcaricabatteria.webp,N/A
Radio Caricabatterie XR Litio Bluetooth,dcr027-qw,"Radio Caricabatterie XR Litio Bluetooth

",/images/dewalt_products_resto/RadioCaricabatterieXRLitioBluetooth.webp,N/A
Coppia di cavalletti pieghevoli in metallo,dwst1-75676,"Coppia di cavalletti pieghevoli in metallo

",/images/dewalt_products_resto/Coppiadicavallettipieghevoliinmetallo.webp,N/A
Torcia LED XR Litio 18V (senza batterie),dcl043-xj,"Torcia LED XR Litio 18V (senza batterie)

",/images/dewalt_products_resto/TorciaLEDXRLitio18Vsenzabatterie.webp,N/A
Radio XR Litio 10.8-18V (senza batterie) + AC/DC digitale,dcr020-qw,"Radio XR Litio 10.8-18V (senza batterie) + AC/DC digitale

",/images/dewalt_products_resto/RadioXRLitio108-18VsenzabatterieACDCdigitale.webp,N/A
Radio XR Litio 10.8-18V (senza batterie) + AC/DC,dcr019-qw,"Radio XR Litio 10.8-18V (senza batterie) + AC/DC

",/images/dewalt_products_resto/RadioXRLitio108-18VsenzabatterieACDC.webp,N/A
TOUGHSYSTEM™ DS280 RADIO + CARICABATTERIA,dwst1-75659-qw,"TOUGHSYSTEM™ DS280 RADIO + CARICABATTERIA

DEWALT® TOUGHYSTEM® Radio - big sound from the ultimate jobsite stereo system featuring full DAB radio and Bluetooth connectivity to remotely control your music. Use with the DEWALT® TOUGHSYSTEM® range to create a storage system that’s as unique as your profession or trade.",/images/dewalt_products_resto/TOUGHSYSTEMDS280RADIOCARICABATTERIA.webp,N/A
Torcia LED XR Litio 18V (senza batterie),dcl040-xj,"Torcia LED XR Litio 18V (senza batterie)

",/images/dewalt_products_resto/TorciaLEDXRLitio18Vsenzabatterie.webp,N/A
Torcia 10.8V con luce LED (senza batteria),dcl510n-xj,"Torcia 10.8V con luce LED (senza batteria)

",/images/dewalt_products_resto/Torcia108VconluceLEDsenzabatteria.webp,N/A
